dataset_name,path_index,mean_lambda_value,mae_train,mae_test,explained_variance_train,explained_variance_test,r2_train,r2_test,acc_train,acc_test,roc_auc_train,roc_auc_test,avg_pr_train,avg_pr_test,distribution,effective_doF,link_function,log_likelihood,num_samples,AIC,AICc,UBRE,GCV,scale,pseudo_r2,num_zero,num_active,num_linear,num_non_linear,fit_intercept,learning_type,crim_fit,zn_fit,indus_fit,nox_fit,rm_fit,age_fit,dis_fit,rad_fit,tax_fit,ptratio_fit,black_fit,lstat_fit,crim_num_critical,crim_num_maxima,crim_num_minima,crim_num_inflection,crim_num_saddle,zn_num_critical,zn_num_maxima,zn_num_minima,zn_num_inflection,zn_num_saddle,indus_num_critical,indus_num_maxima,indus_num_minima,indus_num_inflection,indus_num_saddle,nox_num_critical,nox_num_maxima,nox_num_minima,nox_num_inflection,nox_num_saddle,rm_num_critical,rm_num_maxima,rm_num_minima,rm_num_inflection,rm_num_saddle,age_num_critical,age_num_maxima,age_num_minima,age_num_inflection,age_num_saddle,dis_num_critical,dis_num_maxima,dis_num_minima,dis_num_inflection,dis_num_saddle,rad_num_critical,rad_num_maxima,rad_num_minima,rad_num_inflection,rad_num_saddle,tax_num_critical,tax_num_maxima,tax_num_minima,tax_num_inflection,tax_num_saddle,ptratio_num_critical,ptratio_num_maxima,ptratio_num_minima,ptratio_num_inflection,ptratio_num_saddle,black_num_critical,black_num_maxima,black_num_minima,black_num_inflection,black_num_saddle,lstat_num_critical,lstat_num_maxima,lstat_num_minima,lstat_num_inflection,lstat_num_saddle,num_critical_total,num_maxima_total,num_minima_total,num_inflection_total,num_saddle_total,visual_chunks,ratio_nonlinear,ratio_linear,linear_solution,nonlinear_solution,mixed_solution,IV1: Representation,IV2: Num Sparse Terms,IV3: L - NL
boston_housing,36,1.348571429,3.392494371,3.998148119,0.700400916,0.647705858,0.700400916,0.644021393,,,,,,,NormalDist,9.6779,IdentityLink,-1100.9437,266,2223.2432,2224.2238,,26.2538,24.5402,0.7004,2,10,10,0,TRUE,regression,linear,linear,linear,linear,linear,linear,linear,zero,linear,linear,zero,linear,0,0,0,103,0,0,0,0,110,0,0,0,0,117,0,0,0,0,113,0,0,0,0,119,0,0,0,0,119,0,0,0,0,109,0,0,0,0,0,0,0,0,0,116,0,0,0,0,107,0,0,0,0,0,0,0,0,0,114,0,0,0,0,1127,0,10,0,1,TRUE,FALSE,FALSE,LollipopLinear-LineNonLinear,2,NL=0
boston_housing,59,1.348571429,2.955218374,3.374315643,0.792837897,0.7772149,0.792837897,0.773729348,,,,,,,NormalDist,29.6326,IdentityLink,-1025.5634,266,2112.392,2120.661,,22.9524,18.4012,0.7928,5,7,3,4,TRUE,regression,zero,zero,linear,non_linear,linear,non_linear,non_linear,zero,zero,non_linear,zero,linear,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,3,2,1,4,0,0,0,0,125,0,5,3,2,5,0,2,1,1,5,0,0,0,0,0,0,0,0,0,0,0,5,3,2,5,0,0,0,0,0,0,0,0,0,105,0,15,9,6,363,0,22,0.571428571,0.428571429,FALSE,FALSE,TRUE,LollipopLinear-LineNonLinear,5,L<NL
boston_housing,60,1.348571429,3.015064217,3.418186574,0.78316784,0.769243884,0.78316784,0.764213331,,,,,,,NormalDist,24.7248,IdentityLink,-1032.2033,266,2115.8562,2121.6026,,22.6182,18.8684,0.7832,5,7,4,3,TRUE,regression,zero,zero,linear,non_linear,linear,non_linear,non_linear,zero,zero,linear,zero,linear,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,5,3,2,4,0,0,0,0,129,0,5,3,2,9,0,2,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,0,0,0,0,0,0,0,0,0,111,0,12,7,5,497,0,19,0.428571429,0.571428571,FALSE,FALSE,TRUE,LollipopLinear-LineNonLinear,5,L>NL
boston_housing,82,2.195555556,2.769713229,3.33631643,0.805202431,0.756503358,0.805202431,0.75618686,,,,,,,NormalDist,13.1678,IdentityLink,-992.6738,266,2013.6832,2015.3966,,17.7505,16.1762,0.8052,9,3,0,3,TRUE,regression,zero,zero,non_linear,zero,non_linear,zero,zero,zero,zero,zero,zero,non_linear,0,0,0,0,0,0,0,0,0,0,2,1,1,2,0,0,0,0,0,0,3,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,2,3,9,0,8,1,0,FALSE,TRUE,FALSE,LollipopLinear-LineNonLinear,9,L=0
boston_housing,83,2.195555556,2.786660942,3.19434768,0.788254774,0.763179736,0.788254774,0.76293941,,,,,,,NormalDist,10.1032,IdentityLink,-1011.2094,266,2044.6253,2045.6838,,18.643,17.3729,0.7883,9,3,1,2,TRUE,regression,zero,zero,non_linear,zero,non_linear,zero,zero,zero,zero,zero,zero,linear,0,0,0,0,0,0,0,0,0,0,2,1,1,2,0,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,3,1,2,111,0,6,0.666666667,0.333333333,FALSE,FALSE,TRUE,LollipopLinear-LineNonLinear,9,L<NL
boston_housing,86,2.195555556,2.801817144,3.371817286,0.802786403,0.750131281,0.802786403,0.75009481,,,,,,,NormalDist,9.0567,IdentityLink,-991.8196,266,2003.7527,2004.625,,17.1633,16.1148,0.8028,10,2,0,2,TRUE,regression,zero,zero,zero,zero,non_linear,zero,zero,zero,zero,zero,zero,non_linear,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,1,2,7,0,5,1,0,FALSE,TRUE,FALSE,LollipopLinear-LineNonLinear,10,L=0
